,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,ResultSpeed,AvgSpeed
2235,2,2013-05-14,90,57,74.0,13.0,47,58.0,0.0,9.0,433.0,1903.0,0.0,8.9,11.5
2236,1,2013-05-15,84,60,72.0,14.0,49,59.0,0.0,7.0,432.0,1904.0,0.0,3.2,8.4
2237,2,2013-05-15,83,62,73.0,14.0,47,58.0,0.0,8.0,432.0,1904.0,0.001,2.3,9.5
2238,1,2013-05-16,83,53,68.0,9.0,46,56.0,0.0,3.0,431.0,1905.0,0.0,4.1,5.0
2239,2,2013-05-16,81,57,69.0,9.0,44,56.0,0.0,4.0,431.0,1905.0,0.0,4.0,5.3
2240,1,2013-05-17,70,55,63.0,4.0,46,53.0,2.0,0.0,430.0,1906.0,0.001,6.1,6.8
2241,2,2013-05-17,73,58,66.0,4.0,47,55.0,0.0,1.0,430.0,1906.0,0.001,4.5,6.1
2242,1,2013-05-18,80,56,68.0,8.0,56,61.0,0.0,3.0,429.0,1907.0,0.0,5.3,6.5
2243,2,2013-05-18,79,59,69.0,8.0,55,61.0,0.0,4.0,429.0,1907.0,0.0,6.3,7.0
2244,1,2013-05-19,86,58,72.0,12.0,61,66.0,0.0,7.0,428.0,1908.0,0.0,6.2,7.6
2245,2,2013-05-19,87,62,75.0,12.0,60,66.0,0.0,10.0,428.0,1908.0,0.0,7.1,8.1
2246,1,2013-05-20,89,65,77.0,16.0,60,67.0,0.0,12.0,427.0,1909.0,1.09,12.6,13.7
2247,2,2013-05-20,92,65,79.0,16.0,59,67.0,0.0,14.0,427.0,1909.0,1.25,13.6,14.4
2248,1,2013-05-21,81,64,73.0,12.0,63,66.0,0.0,8.0,426.0,1910.0,0.56,11.2,12.1
2249,2,2013-05-21,82,65,74.0,12.0,62,66.0,0.0,9.0,426.0,1910.0,0.2,12.4,12.8
2250,1,2013-05-22,73,52,63.0,2.0,60,63.0,2.0,0.0,425.0,1911.0,1.35,4.5,7.4
2251,2,2013-05-22,73,56,65.0,2.0,59,62.0,0.0,0.0,425.0,1911.0,0.65,6.4,9.3
2252,1,2013-05-23,54,42,48.0,-13.0,43,46.0,17.0,0.0,425.0,1912.0,0.06,14.5,14.8
2253,2,2013-05-23,56,43,50.0,-13.0,40,45.0,15.0,0.0,425.0,1912.0,0.12,17.9,18.1
2254,1,2013-05-24,57,41,49.0,-13.0,34,42.0,16.0,0.0,424.0,1913.0,0.0,7.5,8.1
2255,2,2013-05-24,57,42,50.0,-13.0,33,42.0,15.0,0.0,424.0,1913.0,0.0,8.1,9.0
2256,1,2013-05-25,57,44,51.0,-11.0,37,44.0,14.0,0.0,423.0,1914.0,0.0,4.7,5.1
2257,2,2013-05-25,57,46,52.0,-11.0,36,44.0,13.0,0.0,423.0,1914.0,0.0,3.3,3.7
2258,1,2013-05-26,68,44,56.0,-6.0,44,50.0,9.0,0.0,422.0,1915.0,0.02,5.5,7.4
2259,2,2013-05-26,67,46,57.0,-6.0,43,50.0,8.0,0.0,422.0,1915.0,0.001,4.0,5.7
2260,1,2013-05-27,62,53,58.0,-4.0,53,55.0,7.0,0.0,422.0,1916.0,0.23,8.5,9.1
2261,2,2013-05-27,65,56,61.0,-4.0,54,57.0,4.0,0.0,422.0,1916.0,0.19,7.5,8.3
2262,1,2013-05-28,76,56,66.0,3.0,64,66.0,0.0,1.0,421.0,1916.0,0.2,8.7,10.2
2263,2,2013-05-28,76,59,68.0,3.0,63,65.0,0.0,3.0,421.0,1916.0,2.2,9.5,10.3
2264,1,2013-05-29,84,64,74.0,10.0,64,67.0,0.0,9.0,421.0,1917.0,0.01,7.3,8.7
2265,2,2013-05-29,85,65,75.0,10.0,62,67.0,0.0,10.0,421.0,1917.0,0.02,7.9,9.2
2266,1,2013-05-30,83,64,74.0,10.0,66,69.0,0.0,9.0,420.0,1918.0,0.51,13.4,14.6
2267,2,2013-05-30,84,65,75.0,10.0,64,68.0,0.0,10.0,420.0,1918.0,0.09,12.9,13.9
2268,1,2013-05-31,77,64,71.0,7.0,65,67.0,0.0,6.0,420.0,1919.0,0.3,11.7,12.1
2269,2,2013-05-31,78,65,72.0,7.0,64,67.0,0.0,7.0,420.0,1919.0,0.23,12.4,12.7
2270,1,2013-06-01,76,63,70.0,6.0,62,64.0,0.0,5.0,419.0,1920.0,0.56,13.1,13.0
2271,2,2013-06-01,76,63,70.0,6.0,61,64.0,0.0,5.0,419.0,1920.0,0.44,11.9,11.9
2272,1,2013-06-02,63,43,53.0,-11.0,50,51.0,12.0,0.0,419.0,1920.0,0.01,1.8,6.2
2273,2,2013-06-02,63,47,55.0,-11.0,48,51.0,10.0,0.0,419.0,1920.0,0.01,2.8,7.7
2274,1,2013-06-03,68,43,56.0,-8.0,43,50.0,9.0,0.0,418.0,1921.0,0.0,3.7,4.8
2275,2,2013-06-03,68,43,56.0,-8.0,40,49.0,9.0,0.0,418.0,1921.0,0.0,2.6,4.0
2276,1,2013-06-04,72,50,61.0,-3.0,45,52.0,4.0,0.0,418.0,1922.0,0.0,5.3,6.1
2277,2,2013-06-04,72,50,61.0,-3.0,44,52.0,4.0,0.0,418.0,1922.0,0.0,5.6,6.9
2278,1,2013-06-05,73,54,64.0,-1.0,49,54.0,1.0,0.0,417.0,1923.0,0.01,6.8,8.2
2279,2,2013-06-05,76,56,66.0,-1.0,46,55.0,0.0,1.0,417.0,1923.0,0.001,6.1,8.3
2280,1,2013-06-06,64,52,58.0,-8.0,50,53.0,7.0,0.0,417.0,1923.0,0.15,8.9,9.1
2281,2,2013-06-06,65,54,60.0,-8.0,48,53.0,5.0,0.0,417.0,1923.0,0.06,9.0,9.6
2282,1,2013-06-07,68,52,60.0,-6.0,45,52.0,5.0,0.0,417.0,1924.0,0.001,9.5,9.9
2283,2,2013-06-07,68,54,61.0,-6.0,44,52.0,4.0,0.0,417.0,1924.0,0.0,8.8,9.2
2284,1,2013-06-08,74,49,62.0,-4.0,43,53.0,3.0,0.0,417.0,1925.0,0.0,4.7,5.4
2285,2,2013-06-08,74,50,62.0,-4.0,42,53.0,3.0,0.0,417.0,1925.0,0.0,4.7,5.6
2286,1,2013-06-09,80,55,68.0,2.0,55,61.0,0.0,3.0,416.0,1925.0,0.01,6.0,8.9
2287,2,2013-06-09,83,58,71.0,2.0,53,61.0,0.0,6.0,416.0,1925.0,0.01,7.1,8.4
2288,1,2013-06-10,76,60,68.0,1.0,63,65.0,0.0,3.0,416.0,1926.0,0.26,2.7,4.3
2289,2,2013-06-10,75,61,68.0,1.0,61,64.0,0.0,3.0,416.0,1926.0,0.85,2.0,4.4
2290,1,2013-06-11,83,60,72.0,5.0,62,67.0,0.0,7.0,416.0,1926.0,0.001,3.2,4.5
2291,2,2013-06-11,84,60,72.0,5.0,61,66.0,0.0,7.0,416.0,1926.0,0.24,2.5,4.1
2292,1,2013-06-12,86,63,75.0,7.0,64,67.0,0.0,10.0,416.0,1927.0,0.75,3.1,8.0
2293,2,2013-06-12,87,64,76.0,7.0,64,67.0,0.0,11.0,416.0,1927.0,0.25,2.9,5.8
2294,1,2013-06-13,73,58,66.0,-2.0,54,59.0,0.0,1.0,416.0,1927.0,0.0,11.7,12.2
2295,2,2013-06-13,72,59,66.0,-2.0,53,59.0,0.0,1.0,416.0,1927.0,0.0,12.6,13.2
2296,1,2013-06-14,78,56,67.0,-1.0,51,57.0,0.0,2.0,416.0,1928.0,0.0,6.6,7.9
2297,2,2013-06-14,76,57,67.0,-1.0,50,57.0,0.0,2.0,416.0,1928.0,0.0,6.0,7.8
2298,1,2013-06-15,80,58,69.0,1.0,62,65.0,0.0,4.0,416.0,1928.0,0.17,5.6,7.7
2299,2,2013-06-15,81,61,71.0,1.0,60,64.0,0.0,6.0,416.0,1928.0,0.12,5.6,7.2
2300,1,2013-06-16,86,69,78.0,9.0,62,67.0,0.0,13.0,416.0,1929.0,0.0,8.3,9.2
2301,2,2013-06-16,83,69,76.0,9.0,62,67.0,0.0,11.0,416.0,1929.0,0.0,8.6,9.5
2302,1,2013-06-17,88,59,74.0,5.0,55,63.0,0.0,9.0,416.0,1929.0,0.03,3.9,8.1
2303,2,2013-06-17,88,62,75.0,5.0,56,64.0,0.0,10.0,416.0,1929.0,0.1,3.7,8.4
2304,1,2013-06-18,71,56,64.0,-6.0,52,56.0,1.0,0.0,416.0,1929.0,0.0,11.4,11.6
2305,2,2013-06-18,70,57,64.0,-6.0,52,57.0,1.0,0.0,416.0,1929.0,0.01,12.1,12.4
2306,1,2013-06-19,75,53,64.0,-6.0,46,55.0,1.0,0.0,416.0,1930.0,0.0,5.9,6.9
2307,2,2013-06-19,75,57,66.0,-6.0,46,56.0,0.0,1.0,416.0,1930.0,0.0,6.4,7.2
2308,1,2013-06-20,86,56,71.0,1.0,58,64.0,0.0,6.0,416.0,1930.0,0.0,5.1,5.9
2309,2,2013-06-20,86,62,74.0,1.0,57,64.0,0.0,9.0,416.0,1930.0,0.0,6.0,7.2
2310,1,2013-06-21,82,68,75.0,5.0,65,68.0,0.0,10.0,416.0,1930.0,0.79,7.4,9.5
2311,2,2013-06-21,85,70,78.0,5.0,63,67.0,0.0,13.0,416.0,1930.0,0.11,7.6,9.6
2312,1,2013-06-22,80,67,74.0,4.0,67,69.0,0.0,9.0,417.0,1931.0,0.04,3.1,8.4
2313,2,2013-06-22,83,70,77.0,4.0,65,69.0,0.0,12.0,417.0,1931.0,0.0,4.8,7.8
2314,1,2013-06-23,87,66,77.0,7.0,68,71.0,0.0,12.0,417.0,1931.0,0.84,10.7,11.5
2315,2,2013-06-23,89,69,79.0,7.0,66,70.0,0.0,14.0,417.0,1931.0,0.001,9.3,9.5
2316,1,2013-06-24,89,67,78.0,7.0,67,69.0,0.0,13.0,417.0,1931.0,0.18,8.9,10.0
2317,2,2013-06-24,86,68,77.0,7.0,65,69.0,0.0,12.0,417.0,1931.0,0.14,10.5,11.0
2318,1,2013-06-25,85,67,76.0,5.0,69,71.0,0.0,11.0,417.0,1931.0,0.03,4.5,6.9
2319,2,2013-06-25,87,70,79.0,5.0,67,71.0,0.0,14.0,417.0,1931.0,0.001,5.2,8.6
2320,1,2013-06-26,80,66,73.0,2.0,67,68.0,0.0,8.0,418.0,1931.0,1.48,2.2,7.4
2321,2,2013-06-26,81,68,75.0,2.0,65,68.0,0.0,10.0,418.0,1931.0,0.19,2.6,9.0
2322,1,2013-06-27,90,64,77.0,6.0,67,70.0,0.0,12.0,418.0,1931.0,0.92,7.2,7.2
2323,2,2013-06-27,91,66,79.0,6.0,65,69.0,0.0,14.0,418.0,1931.0,0.59,6.1,6.8
2324,1,2013-06-28,83,67,75.0,4.0,61,66.0,0.0,10.0,419.0,1931.0,0.001,10.5,10.9
2325,2,2013-06-28,83,68,76.0,4.0,60,65.0,0.0,11.0,419.0,1931.0,0.16,9.0,9.8
2326,1,2013-06-29,72,64,68.0,-3.0,59,62.0,0.0,3.0,419.0,1931.0,0.0,12.0,12.3
2327,2,2013-06-29,72,64,68.0,-3.0,59,62.0,0.0,3.0,419.0,1931.0,0.001,11.7,12.0
2328,1,2013-06-30,77,62,70.0,-2.0,52,59.0,0.0,5.0,419.0,1931.0,0.0,13.8,13.9
2329,2,2013-06-30,76,64,70.0,-2.0,52,60.0,0.0,5.0,419.0,1931.0,0.0,14.0,14.2
2330,1,2013-07-01,75,59,67.0,-5.0,51,58.0,0.0,2.0,420.0,1931.0,0.0,12.6,12.3
2331,2,2013-07-01,75,61,68.0,-5.0,50,58.0,0.0,3.0,420.0,1931.0,0.0,13.8,13.6
2332,1,2013-07-02,68,60,64.0,-8.0,52,57.0,1.0,0.0,420.0,1931.0,0.001,11.0,11.2
2333,2,2013-07-02,68,62,65.0,-8.0,53,58.0,0.0,0.0,420.0,1931.0,0.001,12.0,12.3
2334,1,2013-07-03,72,59,66.0,-6.0,60,62.0,0.0,1.0,421.0,1931.0,0.02,2.2,5.3
2335,2,2013-07-03,74,62,68.0,-6.0,60,62.0,0.0,3.0,421.0,1931.0,0.07,0.5,4.2
2336,1,2013-07-04,83,56,70.0,-2.0,61,64.0,0.0,5.0,422.0,1930.0,0.0,4.4,5.1
2337,2,2013-07-04,83,61,72.0,-2.0,59,65.0,0.0,7.0,422.0,1930.0,0.0,7.3,7.7
2338,1,2013-07-05,86,60,73.0,1.0,61,66.0,0.0,8.0,422.0,1930.0,0.0,3.7,4.8
2339,2,2013-07-05,87,63,75.0,1.0,60,66.0,0.0,10.0,422.0,1930.0,0.0,5.1,5.9
2340,1,2013-07-06,83,65,74.0,2.0,65,68.0,0.0,9.0,423.0,1930.0,0.0,4.1,4.5
2341,2,2013-07-06,82,71,77.0,2.0,63,68.0,0.0,12.0,423.0,1930.0,0.0,5.4,5.9
2342,1,2013-07-07,88,70,79.0,7.0,67,71.0,0.0,14.0,423.0,1930.0,0.0,6.6,6.8
2343,2,2013-07-07,89,70,80.0,7.0,66,71.0,0.0,15.0,423.0,1930.0,0.0,8.0,8.2
2344,1,2013-07-08,86,70,78.0,5.0,71,74.0,0.0,13.0,424.0,1929.0,0.5,7.8,8.4
2345,2,2013-07-08,87,71,79.0,5.0,70,72.0,0.0,14.0,424.0,1929.0,0.84,10.0,10.5
2346,1,2013-07-09,85,73,79.0,6.0,74,75.0,0.0,14.0,425.0,1929.0,0.001,6.9,7.3
2347,2,2013-07-09,85,75,80.0,6.0,72,75.0,0.0,15.0,425.0,1929.0,0.01,8.9,9.3
2348,1,2013-07-10,85,66,76.0,3.0,65,70.0,0.0,11.0,425.0,1929.0,0.0,6.0,8.3
2349,2,2013-07-10,87,66,77.0,3.0,65,69.0,0.0,12.0,425.0,1929.0,0.0,3.7,8.0
2350,1,2013-07-11,81,64,73.0,0.0,54,62.0,0.0,8.0,426.0,1928.0,0.0,6.5,7.4
2351,2,2013-07-11,80,63,72.0,0.0,52,61.0,0.0,7.0,426.0,1928.0,0.0,6.3,7.5
2352,1,2013-07-12,83,58,71.0,-2.0,53,61.0,0.0,6.0,427.0,1928.0,0.0,4.0,4.8
2353,2,2013-07-12,82,60,71.0,-2.0,54,62.0,0.0,6.0,427.0,1928.0,0.0,4.1,5.4
2354,1,2013-07-13,84,62,73.0,0.0,59,65.0,0.0,8.0,428.0,1927.0,0.0,6.8,7.5
2355,2,2013-07-13,83,67,75.0,0.0,58,65.0,0.0,10.0,428.0,1927.0,0.0,6.4,7.1
2356,1,2013-07-14,88,72,80.0,7.0,66,71.0,0.0,15.0,428.0,1927.0,0.0,6.7,7.6
2357,2,2013-07-14,88,73,81.0,7.0,66,70.0,0.0,16.0,428.0,1927.0,0.0,8.2,8.5
2358,1,2013-07-15,89,71,80.0,6.0,71,74.0,0.0,15.0,429.0,1926.0,0.09,4.3,5.1
2359,2,2013-07-15,91,75,83.0,6.0,71,74.0,0.0,18.0,429.0,1926.0,0.02,5.0,6.2
2360,1,2013-07-16,92,73,83.0,9.0,72,75.0,0.0,18.0,430.0,1925.0,0.0,6.4,6.8
2361,2,2013-07-16,93,77,85.0,9.0,70,75.0,0.0,20.0,430.0,1925.0,0.01,6.8,7.3
2362,1,2013-07-17,94,76,85.0,11.0,72,76.0,0.0,20.0,431.0,1925.0,0.0,6.7,6.9
2363,2,2013-07-17,95,77,86.0,11.0,70,75.0,0.0,21.0,431.0,1925.0,0.0,6.2,7.1
2364,1,2013-07-18,95,77,86.0,12.0,72,76.0,0.0,21.0,432.0,1924.0,0.001,7.2,8.1
2365,2,2013-07-18,96,79,88.0,12.0,71,76.0,0.0,23.0,432.0,1924.0,0.0,8.8,9.4
2366,1,2013-07-19,96,71,84.0,10.0,70,75.0,0.0,19.0,433.0,1923.0,0.58,13.3,14.0
2367,2,2013-07-19,97,75,86.0,10.0,69,75.0,0.0,21.0,433.0,1923.0,0.001,13.4,13.9
2368,1,2013-07-20,89,71,80.0,6.0,64,69.0,0.0,15.0,433.0,1923.0,0.06,4.8,7.5
2369,2,2013-07-20,88,72,80.0,6.0,63,69.0,0.0,15.0,433.0,1923.0,0.01,3.8,7.2
2370,1,2013-07-21,88,68,78.0,4.0,65,69.0,0.0,13.0,434.0,1922.0,0.01,2.8,6.7
2371,2,2013-07-21,89,72,81.0,4.0,63,69.0,0.0,16.0,434.0,1922.0,0.0,2.9,7.9
2372,1,2013-07-22,87,71,79.0,5.0,66,71.0,0.0,14.0,435.0,1921.0,0.001,4.9,7.4
2373,2,2013-07-22,90,72,81.0,5.0,64,70.0,0.0,16.0,435.0,1921.0,0.001,5.2,7.4
2374,1,2013-07-23,78,63,71.0,-3.0,60,64.0,0.0,6.0,436.0,1920.0,0.03,8.8,11.0
2375,2,2013-07-23,80,65,73.0,-3.0,58,64.0,0.0,8.0,436.0,1920.0,0.0,7.3,11.4
2376,1,2013-07-24,72,60,66.0,-8.0,51,58.0,0.0,1.0,437.0,1919.0,0.0,7.8,8.1
2377,2,2013-07-24,73,62,68.0,-8.0,48,57.0,0.0,3.0,437.0,1919.0,0.0,10.1,10.5
2378,1,2013-07-25,81,57,69.0,-5.0,54,61.0,0.0,4.0,438.0,1918.0,0.0,4.1,5.1
2379,2,2013-07-25,81,58,70.0,-5.0,52,60.0,0.0,5.0,438.0,1918.0,0.0,2.7,3.9
2380,1,2013-07-26,70,62,66.0,-8.0,61,63.0,0.0,1.0,439.0,1918.0,0.39,7.6,8.5
2381,2,2013-07-26,74,65,70.0,-8.0,58,62.0,0.0,5.0,439.0,1918.0,0.01,9.3,10.2
2382,1,2013-07-27,65,55,60.0,-14.0,51,56.0,5.0,0.0,440.0,1917.0,0.0,9.0,10.6
2383,2,2013-07-27,68,57,63.0,-14.0,49,55.0,2.0,0.0,440.0,1917.0,0.0,10.3,11.3
2384,1,2013-07-28,69,54,62.0,-12.0,50,55.0,3.0,0.0,441.0,1916.0,0.001,8.7,9.1
2385,2,2013-07-28,71,55,63.0,-12.0,47,54.0,2.0,0.0,441.0,1916.0,0.001,9.5,9.8
2386,1,2013-07-29,76,57,67.0,-7.0,55,59.0,0.0,2.0,442.0,1915.0,0.0,2.0,7.0
2387,2,2013-07-29,76,58,67.0,-7.0,53,59.0,0.0,2.0,442.0,1915.0,0.0,2.3,7.7
2388,1,2013-07-30,74,57,66.0,-8.0,59,62.0,0.0,1.0,443.0,1914.0,0.04,4.2,4.7
2389,2,2013-07-30,74,61,68.0,-8.0,56,61.0,0.0,3.0,443.0,1914.0,0.001,5.5,6.0
2390,1,2013-07-31,75,62,69.0,-5.0,64,65.0,0.0,4.0,444.0,1913.0,0.5,2.2,4.4
2391,2,2013-07-31,75,64,70.0,-5.0,63,65.0,0.0,5.0,444.0,1913.0,0.18,2.5,4.2
2392,1,2013-08-01,81,61,71.0,-2.0,57,62.0,0.0,6.0,445.0,1911.0,0.0,7.6,7.8
2393,2,2013-08-01,82,61,72.0,-2.0,54,62.0,0.0,7.0,445.0,1911.0,0.0,6.2,7.1
2394,1,2013-08-02,84,62,73.0,0.0,63,67.0,0.0,8.0,446.0,1910.0,0.63,4.5,8.2
2395,2,2013-08-02,86,65,76.0,0.0,62,66.0,0.0,11.0,446.0,1910.0,0.41,2.7,7.7
2396,1,2013-08-03,81,64,73.0,0.0,55,62.0,0.0,8.0,447.0,1909.0,0.0,5.8,6.8
2397,2,2013-08-03,79,66,73.0,0.0,54,62.0,0.0,8.0,447.0,1909.0,0.0,6.9,8.4
2398,1,2013-08-04,75,60,68.0,-5.0,56,61.0,0.0,3.0,448.0,1908.0,0.001,5.9,7.8
2399,2,2013-08-04,74,60,67.0,-5.0,55,61.0,0.0,2.0,448.0,1908.0,0.001,6.1,6.9
2400,1,2013-08-05,75,58,67.0,-6.0,59,62.0,0.0,2.0,449.0,1907.0,0.07,6.8,7.6
2401,2,2013-08-05,76,63,70.0,-6.0,56,61.0,0.0,5.0,449.0,1907.0,0.02,7.1,7.9
2402,1,2013-08-06,83,67,75.0,2.0,68,70.0,0.0,10.0,450.0,1906.0,0.04,7.2,8.0
2403,2,2013-08-06,85,68,77.0,2.0,65,69.0,0.0,12.0,450.0,1906.0,0.0,8.7,9.4
2404,1,2013-08-07,89,67,78.0,5.0,68,71.0,0.0,13.0,451.0,1904.0,0.001,4.0,9.9
2405,2,2013-08-07,91,70,81.0,5.0,67,71.0,0.0,16.0,451.0,1904.0,0.01,2.4,10.5
2406,1,2013-08-08,78,65,72.0,-1.0,56,62.0,0.0,7.0,452.0,1903.0,0.0,8.6,9.3
2407,2,2013-08-08,79,69,74.0,-1.0,55,62.0,0.0,9.0,452.0,1903.0,0.0,10.5,10.8
2408,1,2013-08-09,82,59,71.0,-2.0,60,65.0,0.0,6.0,453.0,1902.0,0.001,4.7,5.3
2409,2,2013-08-09,84,62,73.0,-2.0,58,65.0,0.0,8.0,453.0,1902.0,0.0,4.9,5.6
2410,1,2013-08-10,81,64,73.0,0.0,57,65.0,0.0,8.0,454.0,1900.0,0.0,5.3,6.5
2411,2,2013-08-10,81,68,75.0,0.0,55,63.0,0.0,10.0,454.0,1900.0,0.0,6.0,7.4
2412,1,2013-08-11,81,60,71.0,-2.0,61,63.0,0.0,6.0,455.0,1859.0,0.01,2.0,3.0
2413,2,2013-08-11,84,63,74.0,-2.0,57,64.0,0.0,9.0,455.0,1859.0,0.001,4.0,5.4
2414,1,2013-08-12,82,67,75.0,2.0,65,68.0,0.0,10.0,456.0,1858.0,0.27,3.5,7.5
2415,2,2013-08-12,85,69,77.0,2.0,63,68.0,0.0,12.0,456.0,1858.0,0.66,4.5,7.7
2416,1,2013-08-13,70,58,64.0,-9.0,52,58.0,1.0,0.0,457.0,1856.0,0.0,8.7,9.6
2417,2,2013-08-13,71,62,67.0,-9.0,50,57.0,0.0,2.0,457.0,1856.0,0.0,11.2,11.9
2418,1,2013-08-14,72,56,64.0,-8.0,50,56.0,1.0,0.0,458.0,1855.0,0.0,3.9,7.1
2419,2,2013-08-14,71,58,65.0,-8.0,49,56.0,0.0,0.0,458.0,1855.0,0.0,3.0,7.0
2420,1,2013-08-15,75,55,65.0,-7.0,53,58.0,0.0,0.0,459.0,1854.0,0.0,4.2,4.9
2421,2,2013-08-15,74,57,66.0,-7.0,50,58.0,0.0,1.0,459.0,1854.0,0.0,4.5,5.0
2422,1,2013-08-16,82,55,69.0,-3.0,52,60.0,0.0,4.0,500.0,1852.0,0.0,2.8,5.2
2423,2,2013-08-16,82,58,70.0,-3.0,51,60.0,0.0,5.0,500.0,1852.0,0.0,5.0,5.8
2424,1,2013-08-17,81,57,69.0,-3.0,56,62.0,0.0,4.0,501.0,1851.0,0.0,5.7,6.4
2425,2,2013-08-17,79,60,70.0,-3.0,55,62.0,0.0,5.0,501.0,1851.0,0.0,6.0,6.3
2426,1,2013-08-18,81,59,70.0,-2.0,57,63.0,0.0,5.0,502.0,1849.0,0.0,3.7,4.8
2427,2,2013-08-18,81,62,72.0,-2.0,57,64.0,0.0,7.0,502.0,1849.0,0.0,4.2,4.8
2428,1,2013-08-19,85,57,71.0,0.0,60,65.0,0.0,6.0,503.0,1848.0,0.0,5.1,5.3
2429,2,2013-08-19,86,63,75.0,0.0,58,65.0,0.0,10.0,503.0,1848.0,0.0,3.8,4.6
2430,1,2013-08-20,88,66,77.0,6.0,62,68.0,0.0,12.0,504.0,1846.0,0.0,7.7,8.0
2431,2,2013-08-20,88,68,78.0,6.0,61,67.0,0.0,13.0,504.0,1846.0,0.0,7.0,7.5
2432,1,2013-08-21,90,68,79.0,8.0,65,70.0,0.0,14.0,505.0,1845.0,0.01,8.6,9.0
2433,2,2013-08-21,91,70,81.0,8.0,64,70.0,0.0,16.0,505.0,1845.0,0.05,9.0,9.3
2434,1,2013-08-22,78,68,73.0,2.0,67,69.0,0.0,8.0,506.0,1843.0,0.23,1.5,7.0
2435,2,2013-08-22,78,67,73.0,2.0,66,68.0,0.0,8.0,506.0,1843.0,0.36,2.5,7.0
2436,1,2013-08-23,82,62,72.0,1.0,55,63.0,0.0,7.0,508.0,1842.0,0.0,6.1,6.8
2437,2,2013-08-23,81,64,73.0,1.0,55,63.0,0.0,8.0,508.0,1842.0,0.0,7.2,8.0
2438,1,2013-08-24,86,60,73.0,2.0,59,65.0,0.0,8.0,509.0,1840.0,0.0,5.3,6.1
2439,2,2013-08-24,86,64,75.0,2.0,56,64.0,0.0,10.0,509.0,1840.0,0.0,4.6,5.9
2440,1,2013-08-25,89,65,77.0,7.0,62,68.0,0.0,12.0,510.0,1839.0,0.0,9.2,9.6
2441,2,2013-08-25,89,68,79.0,7.0,60,67.0,0.0,14.0,510.0,1839.0,0.0,9.6,10.1
2442,1,2013-08-26,92,70,81.0,11.0,68,72.0,0.0,16.0,511.0,1837.0,0.0,9.0,9.4
2443,2,2013-08-26,92,70,81.0,11.0,66,71.0,0.0,16.0,511.0,1837.0,0.0,9.2,9.5
2444,1,2013-08-27,96,77,87.0,17.0,70,75.0,0.0,22.0,512.0,1835.0,0.0,11.7,12.0
2445,2,2013-08-27,96,77,87.0,17.0,68,74.0,0.0,22.0,512.0,1835.0,0.0,12.5,12.7
2446,1,2013-08-28,83,71,77.0,7.0,69,72.0,0.0,12.0,513.0,1834.0,0.0,6.9,9.3
2447,2,2013-08-28,83,71,77.0,7.0,67,71.0,0.0,12.0,513.0,1834.0,0.0,5.8,8.7
2448,1,2013-08-29,89,66,78.0,8.0,64,69.0,0.0,13.0,514.0,1832.0,0.0,3.9,4.7
2449,2,2013-08-29,87,69,78.0,8.0,65,69.0,0.0,13.0,514.0,1832.0,0.0,4.2,4.6
2450,1,2013-08-30,96,67,82.0,12.0,68,72.0,0.0,17.0,515.0,1831.0,0.36,4.4,8.3
2451,2,2013-08-30,96,69,83.0,12.0,67,71.0,0.0,18.0,515.0,1831.0,0.47,5.3,7.8
2452,1,2013-08-31,78,71,75.0,6.0,67,69.0,0.0,10.0,516.0,1829.0,0.07,6.1,7.2
2453,2,2013-08-31,77,70,74.0,6.0,66,68.0,0.0,9.0,516.0,1829.0,0.96,5.8,7.0
2454,1,2013-09-01,85,65,75.0,7.0,67,70.0,0.0,10.0,517.0,1827.0,0.14,4.2,5.2
2455,2,2013-09-01,84,68,76.0,7.0,66,69.0,0.0,11.0,517.0,1827.0,0.02,3.9,5.8
2456,1,2013-09-02,79,60,70.0,2.0,61,64.0,0.0,5.0,518.0,1826.0,0.0,8.1,9.2
2457,2,2013-09-02,77,62,70.0,2.0,60,64.0,0.0,5.0,518.0,1826.0,0.0,7.5,8.7
2458,1,2013-09-03,77,57,67.0,-1.0,54,59.0,0.0,2.0,519.0,1824.0,0.0,4.0,5.8
2459,2,2013-09-03,76,58,67.0,-1.0,54,60.0,0.0,2.0,519.0,1824.0,0.0,1.5,4.6
2460,1,2013-09-04,84,59,72.0,4.0,57,63.0,0.0,7.0,520.0,1822.0,0.0,6.2,7.0
2461,2,2013-09-04,84,59,72.0,4.0,55,62.0,0.0,7.0,520.0,1822.0,0.0,6.4,6.8
2462,1,2013-09-05,74,59,67.0,0.0,54,60.0,0.0,2.0,521.0,1821.0,0.001,9.0,9.2
2463,2,2013-09-05,74,65,70.0,0.0,53,60.0,0.0,5.0,521.0,1821.0,0.0,9.2,9.9
2464,1,2013-09-06,86,57,72.0,5.0,58,64.0,0.0,7.0,522.0,1819.0,0.0,4.7,6.0
2465,2,2013-09-06,85,62,74.0,5.0,55,63.0,0.0,9.0,522.0,1819.0,0.0,4.3,6.0
2466,1,2013-09-07,88,65,77.0,10.0,62,68.0,0.0,12.0,523.0,1817.0,0.01,5.7,6.9
2467,2,2013-09-07,87,68,78.0,10.0,61,67.0,0.0,13.0,523.0,1817.0,0.0,5.8,7.7
2468,1,2013-09-08,77,71,74.0,8.0,66,69.0,0.0,9.0,524.0,1815.0,0.0,10.5,11.9
